District,Month,Cases,Year
Kandy,7,28,2024
Kegalle,7,77,2024
Kilinochchi,7,1,2024
Kurunegala,7,58,2024
Mannar,7,3,2024
Matale,7,3,2024
Matara,7,75,2024
Monaragala,7,32,2024
Mullaitivu,7,2,2024
Nuwara Eliya,7,0,2024
Polonnaruwa,7,18,2024
Puttalam,7,20,2024
Ratnapura,7,153,2024
Trincomalee,7,4,2024
Vavuniya,7,5,2024
Ampara,8,6,2024
Anuradhapura,8,23,2024
Badulla,8,31,2024
Batticaloa,8,6,2024
Colombo,8,48,2024
Galle,8,54,2024
Gampaha,8,70,2024
Hambantota,8,23,2024
Jaffna,8,0,2024
Kalutara,8,58,2024
Kandy,8,16,2024
Kegalle,8,63,2024
Kilinochchi,8,0,2024
Kurunegala,8,51,2024
Mannar,8,0,2024
Matale,8,9,2024
Matara,8,38,2024
Monaragala,8,20,2024
Mullaitivu,8,4,2024
Nuwara Eliya,8,0,2024
Polonnaruwa,8,14,2024
Puttalam,8,19,2024
Ratnapura,8,142,2024
Trincomalee,8,3,2024
Vavuniya,8,5,2024
Ampara,9,12,2024
Anuradhapura,9,10,2024
Badulla,9,25,2024
Batticaloa,9,4,2024
Colombo,9,59,2024
Galle,9,106,2024
Gampaha,9,85,2024
Hambantota,9,39,2024
Jaffna,9,0,2024
Kalutara,9,75,2024
Kandy,9,13,2024
Kegalle,9,126,2024
Kilinochchi,9,1,2024
Kurunegala,9,54,2024
Mannar,9,1,2024
Matale,9,4,2024
Matara,9,64,2024
Monaragala,9,31,2024
Mullaitivu,9,3,2024
Nuwara Eliya,9,0,2024
Polonnaruwa,9,10,2024
Puttalam,9,23,2024
Ratnapura,9,134,2024
Trincomalee,9,6,2024
Vavuniya,9,11,2024
Ampara,10,9,2024
Anuradhapura,10,11,2024
Badulla,10,23,2024
Batticaloa,10,5,2024
Colombo,10,44,2024
Galle,10,136,2024
Gampaha,10,104,2024
Hambantota,10,35,2024
Jaffna,10,1,2024
Kalutara,10,134,2024
Kandy,10,24,2024
Kegalle,10,80,2024
Kilinochchi,10,1,2024
Kurunegala,10,74,2024
Mannar,10,3,2024
Matale,10,7,2024
Matara,10,68,2024
Monaragala,10,10,2024
Mullaitivu,10,1,2024
Nuwara Eliya,10,0,2024
Polonnaruwa,10,7,2024
Puttalam,10,18,2024
Ratnapura,10,200,2024
Trincomalee,10,2,2024
Vavuniya,10,7,2024
Ampara,11,20,2024
Anuradhapura,11,0,2024
Badulla,11,20,2024
Batticaloa,11,7,2024
Colombo,11,542,2024
Galle,11,103,2024
Gampaha,11,153,2024
Hambantota,11,39,2024
Jaffna,11,6,2024
Kalutara,11,70,2024
Kandy,11,29,2024
Kegalle,11,138,2024
Kilinochchi,11,1,2024
Kurunegala,11,262,2024
Mannar,11,5,2024
Matale,11,12,2024
Matara,11,79,2024
Monaragala,11,34,2024
Mullaitivu,11,2,2024
Nuwara Eliya,11,0,2024
Polonnaruwa,11,15,2024
Puttalam,11,35,2024
Ratnapura,11,210,2024
Trincomalee,11,6,2024
Vavuniya,11,13,2024
Ampara,12,44,2024
Anuradhapura,12,13,2024
Badulla,12,33,2024
Batticaloa,12,26,2024
Colombo,12,112,2024
Galle,12,177,2024
Gampaha,12,193,2024
Hambantota,12,102,2024
Jaffna,12,164,2024
Kalutara,12,215,2024
Kandy,12,53,2024
Kegalle,12,175,2024
Kilinochchi,12,17,2024
Kurunegala,12,270,2024
Mannar,12,11,2024
Matale,12,44,2024
Matara,12,147,2024
Monaragala,12,104,2024
Mullaitivu,12,26,2024
Nuwara Eliya,12,0,2024
Polonnaruwa,12,73,2024
Puttalam,12,62,2024
Ratnapura,12,298,2024
Trincomalee,12,25,2024
Vavuniya,12,21,2024
